"Adress" "lat" "long"
"2444" "Lajpat Nagar 1" 28.5792615 77.2440325
"2445" "Lajpat Nagar" 28.56958 77.2385055
"2446" "Rohini Sector 16" 28.73716325 77.1228283104382
"2447" "Guru Angad Nagar West, Laxmi Nagar" NA NA
"2448" "Dilshad Colony" 11.12440475 76.3503918352656
"2449" "Vasant Kunj Sector B" 28.5261914 77.1570839
"2450" "Rohini Sector 11" 28.72797995 77.1071831870246
"2451" "Mansarover Garden" NA NA
"2452" "Unity the Amaryllis, Karol Bagh" NA NA
"2453" "Lado Sarai" 28.5254347 77.1920657
"2454" "Dakshini Pitampura" NA NA
"2455" "Palam" 18.98018255 76.954523098074
"2456" "Arjun Nagar, Safdarjung Enclave" NA NA
"2457" "Kalkaji Extension" 28.5293633 77.2630731
"2458" "Dwarka Sector 7" 28.5874118 77.0673052
"2459" "Jhangir Puri" NA NA
"2460" "Janak Park, Hari Nagar" 28.6270239 77.1097744585128
"2461" "Ganga Vihar" 28.6433035 77.0360845783188
"2462" "IGNOU Road, Saket" 28.5087486 77.2009076
"2463" "Bijwasan" 28.5348303 77.0534531
"2464" "Prem Nagar" 32.7271413 74.8655035
"2465" "Gandhi Nagar" 12.4990701 79.8976877
"2466" "Lajpat Nagar 4" 28.5690711 77.2487337398393
"2467" "Mukherjee Nagar" 28.7125567 77.2144044393311
"2468" "Dakshini Pitampura" NA NA
"2469" "Inder Puri Block A, Inder Puri" NA NA
"2470" "Raghubir Nagar, Tagore Garden Extension" NA NA
"2471" "Vivek Vihar Phase 2" 26.8876217 75.7648006
"2472" "Malviya Nagar" 28.5339201 77.2124474
"2473" "Gautam Nagar" 28.5621177 77.2124515
"2474" "Chhattarpur Enclave" 28.4984767 77.1906483
"2475" "Mandakini Enclave, Alaknanda" NA NA
"2476" "Ram Nagar" 28.701122 78.5566153
"2477" "Janakpuri" 28.6219272 77.0874757
"2478" "Laxmi Nagar" 28.6305277 77.2775965
"2479" "Geeta Colony" 29.3929162 76.9660199
"2480" "Rohini Sector 3" 28.7034668 77.1064783724343
"2481" "Aya Nagar" 28.47649105 77.1329131592514
"2482" "Karol Bagh" 28.6529982 77.1890227
"2483" "Laxmi Nagar" 28.6305277 77.2775965
"2484" "Karol Bagh" 28.6529982 77.1890227
"2485" "Karol Bagh" 28.6529982 77.1890227
"2486" "kst chattarpur Apartments" NA NA
"2487" "Safdarjung Development Area, Hauz Khas" 28.5529 77.2047179
"2488" "Mahendru Enclave, Model Town" 28.7024308 77.1852518
"2489" "Sultanpur" 26.24251085 82.2961693168592
"2490" "Palam Colony, Palam" 28.5812731 77.0957702
"2491" "kst chattarpur Apartments" NA NA
"2492" "Laxmi Nagar" 28.6305277 77.2775965
"2493" "Kalkaji" 28.5370703 77.2618051
"2494" "Mehrauli" 28.5218262 77.1783232
"2495" "Rangpuri" 28.5400349 77.1197754
"2496" "Lajpat Nagar 1" 28.5792615 77.2440325
"2497" "RWA triveni residents" NA NA
"2498" "Dwarka Mor" 28.61931 77.0332792
"2499" "kst chattarpur Apartments" NA NA
"2500" "Laxmi Nagar" 28.6305277 77.2775965
"2501" "Kapi Bagan Basti" NA NA
"2502" "Paryavaran Complex, Sainik Farm" NA NA
"2503" "Aya Nagar" 28.47649105 77.1329131592514
"2504" "Mukherjee Nagar" 28.7125567 77.2144044393311
"2505" "Mehrauli" 28.5218262 77.1783232
"2506" "Khanpur Extension, Sangam Vihar" NA NA
"2507" "Sagar Pur" 28.2761564 77.3304032
"2508" "Hastsal" 28.6382812 77.0450943
"2509" "Kamla Nagar" 28.68034425 77.2021292003305
"2510" "kst chattarpur Apartments" NA NA
"2511" "Kamla Nagar" 28.68034425 77.2021292003305
"2512" "Lajpat Nagar" 28.56958 77.2385055
"2513" "Saket" 28.5244107 77.2137253
"2514" "Dwarka Mor" 28.61931 77.0332792
"2515" "Rajouri Garden" 28.6511896 77.1242597
"2516" "Lajpat Nagar 4" 28.5690711 77.2487337398393
"2517" "Prem Nagar, Patel Nagar" 28.620722 77.054923
"2518" "Shadipur" 28.6516362 77.1582947
"2519" "Krishna Nagar Block D" 13.06687465 77.6526228
"2520" "Nawada" 24.818124 85.5185562336921
"2521" "Shivalik, Malviya Nagar" NA NA
"2522" "DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road" NA NA
"2523" "Chhattarpur" 29.0327946 79.3990875379485
"2524" "Lajpat Nagar 1" 28.5792615 77.2440325
"2525" "Vasant Kunj 2, Vasant Kunj" 28.524325 77.1566009808315
"2526" "Rajouri Garden" 28.6511896 77.1242597
"2527" "Lajpat Nagar 1" 28.5792615 77.2440325
"2528" "Saket" 28.5244107 77.2137253
"2529" "Fateh Nagar, Janakpuri" 28.6292638 77.0879022205867
"2530" "Kotla, Mayur Vihar" 28.6131071 77.2957221
"2531" "Dwarka Sector 23" 28.5619923 77.0491008
"2532" "Palam - Dabri Marg" NA NA
"2533" "Mansa Ram Park" NA NA
"2534" "New Friends Colony" 28.5671008 77.2697643
"2535" "Paschim Vihar" 28.6695782 77.095956
"2536" "Lajpat Nagar 4" 28.5690711 77.2487337398393
"2537" "Jamia Nagar, Okhla" 28.56386655 77.2801493732328
"2538" "Lajpat Nagar 4" 28.5690711 77.2487337398393
"2539" "Paschim Vihar" 28.6695782 77.095956
"2540" "Vasundhara Enclave" 28.60172565 77.3211224956397
"2541" "Laxmi Nagar" 28.6305277 77.2775965
"2542" "Shivalik, Malviya Nagar" NA NA
"2543" "Lajpat Nagar 4" 28.5690711 77.2487337398393
"2544" "Jangpura Extension, Jangpura" 28.5850411 77.2415015
"2545" "Najafgarh" 28.6122962 76.9823868230329
"2546" "Dwarka Sector 14" 28.6022218 77.0259765
"2547" "Hari Nagar" 28.6296489 77.1119344
"2548" "Kailash Colony, Greater Kailash" 28.5591566 77.2460179
"2549" "Rohini Sector 2" 28.69862765 77.1006232063128
"2550" "Vasant Kunj" 28.5292495 77.1541335
"2551" "Chittaranjan Park" 28.5387523 77.2492493451557
"2552" "Uttam Nagar" 28.6190739 77.0566861
"2553" "The Shabad Apartment, Dwarka Sector 13" NA NA
"2554" "Krishna Nagar" 27.51547255 82.7925330374009
"2555" "Sangam Vihar" 28.605127 76.9994916
"2556" "Rohini Sector 38" 28.73288645 77.05357480828
"2557" "DDA Akshardham Apartments, DS 19" NA NA
"2558" "Anand Parbat" 28.660396 77.18014
"2559" "Burari" 11.469906 13.757859
"2560" "Qutub Vihar, Dwarka" 28.5745814 77.0323753
"2561" "Vasant Kunj" 28.5292495 77.1541335
"2562" "Rohini Sector 23" 28.72122875 77.0800084852459
"2563" "Mohan Garden, Razapur Khurd" NA NA
"2564" "Bharthal, Dwarka" 28.5437276 77.048947
"2565" "Chanakya Place, Sitapuri" NA NA
"2566" "Shadipur" 28.6516362 77.1582947
"2567" "Radhey Shyam Park" NA NA
"2568" "Uttam Nagar" 28.6190739 77.0566861
"2569" "Rajpur Khurd Extension, Rajpur" NA NA
"2570" "Kotla Mubarakpur, South Extension" NA NA
"2571" "Rajouri Garden" 28.6511896 77.1242597
"2572" "New Ashok Nagar" 28.5890885 77.3015085
"2573" "Vasant Kunj" 28.5292495 77.1541335
"2574" "Lajpat Nagar 3" 28.5705968 77.2364011
"2575" "Uttam Nagar" 28.6190739 77.0566861
"2576" "Patparganj" 28.6115923 77.2905644
"2577" "Shanti Niketan" 28.5730261 77.1634214
"2578" "Green Park" 51.5066192 -0.1429113
"2579" "Paschim Vihar Block B1" 28.6638775 77.1177602448277
"2580" "kst chattarpur Apartments" NA NA
"2581" "kst chattarpur Apartments" NA NA
"2582" "Laxmi Nagar" 28.6305277 77.2775965
"2583" "Karol Bagh" 28.6529982 77.1890227
"2584" "kst chattarpur Apartments" NA NA
"2585" "Paschim Vihar" 28.6695782 77.095956
"2586" "Rohini Sector 8" 28.703081 77.1253249912437
"2587" "Mansarovar garden" 28.6432658 77.1322572
"2588" "Lajpat Nagar" 28.56958 77.2385055
"2589" "Adarsh Nagar" 28.7165805 77.1704223
"2590" "Patel Nagar West" 28.6450527 77.1693179
"2591" "Vasant Kunj" 28.5292495 77.1541335
"2592" "Amar Colony, Lajpat Nagar" NA NA
"2593" "Gagan Vihar, Krishna Nagar" NA NA
"2594" "Sangam Vihar" 28.605127 76.9994916
"2595" "Gautam Nagar" 28.5621177 77.2124515
"2596" "Chhattarpur" 29.0327946 79.3990875379485
"2597" "Ashoka Enclave Apartment, Dwarka Sector 11" NA NA
"2598" "Greater Kailash 1" 28.5498354 77.236515369807
"2599" "Uttam Nagar" 28.6190739 77.0566861
"2600" "Arjun Nagar, Safdarjung Enclave" NA NA
"2601" "Dr Mukherjee Nagar West" 22.9410128 88.6390588
"2602" "Janakpuri Block B1" 28.3741512 79.4254016
"2603" "Paschim Vihar" 28.6695782 77.095956
"2604" "Mehrauli" 28.5218262 77.1783232
"2605" "Karkardooma, Anand Vihar" 28.6470935 77.3020999
"2606" "Preet Vihar" 28.6414176 77.2952819
"2607" "Karkardooma, Anand Vihar" 28.6470935 77.3020999
"2608" "Mausam Vihar" 28.64436875 77.2886486258424
"2609" "Nirman Vihar, Preet Vihar" 28.6364928 77.2867943
"2610" "Vivek Vihar" 28.6691641 77.312266954216
"2611" "Surajmal Vihar" 28.66080705 77.3075440443935
"2612" "Chhattarpur" 29.0327946 79.3990875379485
"2613" "Saket" 28.5244107 77.2137253
"2614" "Gagan Vihar, Krishna Nagar" NA NA
"2615" "Surajmal Vihar" 28.66080705 77.3075440443935
"2616" "Pushpanjali, Anand Vihar" 28.6540075 77.3090006356826
"2617" "Laxmi Nagar" 28.6305277 77.2775965
"2618" "Sarvodaya Enclave" 28.5374783 77.2020888
"2619" "Greater Kailash 2" 28.5591566 77.2460179
"2620" "Chittaranjan Park Block K" NA NA
"2621" "Sarita Vihar Pocket M" NA NA
"2622" "Paryavaran Complex, Sainik Farm" NA NA
"2623" "Defence Colony" 28.5717909 77.2320102
"2624" "Raj Nagar 2" 28.5882896 77.0840248
"2625" "Chirag Delhi" 28.5381411 77.2280694
"2626" "Janakpuri" 28.6219272 77.0874757
"2627" "Devli, Sangam Vihar" NA NA
"2628" "Trilokpuri" 28.60564725 77.3066482320536
"2629" "Kadipur" 26.1406354 82.4105671856442
"2630" "Cherlopalli TIRUPATI" NA NA
"2631" "Mahipalpur" 28.544537 77.1279229
"2632" "Gharoli" 31.3692479 77.5136197
"2633" "Nirman Vihar, Preet Vihar" 28.6364928 77.2867943
"2634" "Bhajanpura" 28.7588936 78.9748764
"2635" "Ghitorni" 28.493751 77.1491866
"2636" "Mohan Garden, Razapur Khurd" NA NA
"2637" "Gangaram Vatika, Vishnu Garden" NA NA
"2638" "Kailash Colony, Greater Kailash" 28.5591566 77.2460179
"2639" "Rohini Sector 7" 28.70231915 77.1168820887802
"2640" "Sagar Pur" 28.2761564 77.3304032
"2641" "Rohini Sector 4" 28.70757415 77.1025917540985
"2642" "Defence Colony" 28.5717909 77.2320102
"2643" "Ber Sarai" 28.54843765 77.1814793633874
"2644" "Chittaranjan Park" 28.5387523 77.2492493451557
"2645" "Lajpat Nagar 4" 28.5690711 77.2487337398393
"2646" "Viswas Park, Matiala" NA NA
"2647" "Shakarpur" 28.62948875 77.2810607296737
"2648" "Dwarka Sector 8" 28.5656109 77.0670366
"2649" "East Of Kailash" 28.5570322 77.2446139206853
"2650" "Mandawali" 24.6287418 74.5776951
"2651" "Badarpur" 24.8199645 92.4916764108716
"2652" "Patel Nagar West" 28.6450527 77.1693179
"2653" "Uttam Nagar" 28.6190739 77.0566861
"2654" "DS 19" -17.7649066 177.449058453406
"2655" "Mahipalpur" 28.544537 77.1279229
"2656" "Safdarjung Development Area, Hauz Khas" 28.5529 77.2047179
"2657" "Shahdara" 28.6734298 77.2898858
"2658" "Model Town" 28.7027136 77.1939912
"2659" "Rohini Sector 24" 28.728312 77.0878900495944
"2660" "Nirankari Colony, Mukherjee Nagar" NA NA
"2661" "Maidan Garhi, Chhattarpur" NA NA
"2662" "Vikash Nagar" 16.6990022 74.4634022310861
"2663" "Jagriti Enclave, Anand Vihar" 28.65087195 77.310967054802
"2664" "Saini Enclave, Anand Vihar" 28.6522939 77.3055303004893
"2665" "Vivek Vihar Phase 1" 26.8876217 75.7648006
"2666" "AGCR Enclave, Anand Vihar" 28.6512798 77.297411
"2667" "AGCR Enclave, Anand Vihar" 28.6512798 77.297411
"2668" "Surajmal Vihar" 28.66080705 77.3075440443935
"2669" "Pushpanjali, Anand Vihar" 28.6540075 77.3090006356826
"2670" "Preet Vihar" 28.6414176 77.2952819
"2671" "Surajmal Vihar" 28.66080705 77.3075440443935
"2672" "Ghitorni" 28.493751 77.1491866
"2673" "Chattarpur Extension" NA NA
"2674" "Sheikh Sarai" 28.5368964 77.2222387113991
"2675" "Dwarka" 22.2471009 68.9742446
"2676" "Malviya Nagar" 28.5339201 77.2124474
"2677" "Jagriti Enclave, Anand Vihar" 28.65087195 77.310967054802
"2678" "Laxmi Nagar" 28.6305277 77.2775965
"2679" "Rohini Sector 24" 28.728312 77.0878900495944
"2680" "Mahavir Enclave Part 1" NA NA
"2681" "AGCR Enclave, Anand Vihar" 28.6512798 77.297411
"2682" "Saini Enclave, Anand Vihar" 28.6522939 77.3055303004893
"2683" "Neb Sarai" 28.5055007 77.2014964
"2684" "Rohini Sector 17" 28.7403029 77.112761634448
"2685" "Mayur Vihar Phase 1 Extension" NA NA
"2686" "Kalkaji" 28.5370703 77.2618051
"2687" "Highland Tower, Dwarka Sector 12" NA NA
"2688" "Dwarka Sector 22" 28.5579591 77.0580701
"2689" "Rohini Sector 24" 28.728312 77.0878900495944
"2690" "Chhattarpur" 29.0327946 79.3990875379485
"2691" "East Of Kailash" 28.5570322 77.2446139206853
"2692" "Lajpat Nagar 1" 28.5792615 77.2440325
"2693" "Munirka Vihar, Munirka" 28.552311 77.1727696
"2694" "gg1 vikas puri" 28.9667409 77.7090259464755
"2695" "Saket" 28.5244107 77.2137253
"2696" "Vikaspuri" 28.6386159 77.0731564
"2697" "DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road" NA NA
"2698" "Dilshad Garden" 28.6758864 77.3214460126746
"2699" "Vasant Kunj Sector C" 28.5139069 77.1655949658357
"2700" "Mayur Vihar 1" 29.2095675 79.5026874
"2701" "Rohini Sector 38" 28.73288645 77.05357480828
"2702" "Mahavir Enclave Part 1" NA NA
"2703" "Uttam Nagar" 28.6190739 77.0566861
"2704" "Paschim Vihar" 28.6695782 77.095956
"2705" "Saket" 28.5244107 77.2137253
"2706" "Pandav Nagar" 28.98252725 77.7332618915945
"2707" "East Of Kailash" 28.5570322 77.2446139206853
"2708" "Mayur Vihar Phase 1 Extension" NA NA
"2709" "Najafgarh" 28.6122962 76.9823868230329
"2710" "Vinod Nagar East" 28.623803 77.298377736944
"2711" "kst chattarpur Apartments" NA NA
"2712" "Ramesh Nagar" 28.6527444 77.1316496
"2713" "Gautam Nagar" 28.5621177 77.2124515
"2714" "Delhi estate Apartment" NA NA
"2715" "Mahipalpur" 28.544537 77.1279229
"2716" "Dori Walan" NA NA
"2717" "DS 19" -17.7649066 177.449058453406
"2718" "Defence Colony" 28.5717909 77.2320102
"2719" "New Mahavir Nagar, Tilak Nagar" NA NA
"2720" "north chajjupur shahdara" 28.6906143 77.2864850010408
"2721" "Mahavir Enclave Part 1" NA NA
"2722" "Janakpuri" 28.6219272 77.0874757
"2723" "Burari" 11.469906 13.757859
"2724" "Mehrauli" 28.5218262 77.1783232
"2725" "Khanpur, Madangir" NA NA
"2726" "Rohini Sector 11" 28.72797995 77.1071831870246
"2727" "Chhattarpur" 29.0327946 79.3990875379485
"2728" "Vasant Kunj" 28.5292495 77.1541335
"2729" "Gaurav Apartment, Indraprastha Extension, Patparganj" NA NA
"2730" "Mehrauli" 28.5218262 77.1783232
"2731" "Bhajanpura" 28.7588936 78.9748764
"2732" "DDA Devdoot Apartment, Vikaspuri" NA NA
"2733" "Khirki extension, Malviya Nagar" NA NA
"2734" "Chhattarpur" 29.0327946 79.3990875379485
"2735" "Laxmi Nagar District Centre, Laxmi Nagar" NA NA
"2736" "Bindapur" 28.6142004 77.0681823
"2737" "Guru Angad Nagar West, Laxmi Nagar" NA NA
"2738" "Subhash Nagar" 28.6404593 77.1051815
"2739" "Rohini Sector 5" 28.7183155 77.1076880786281
"2740" "Laxmi Nagar" 28.6305277 77.2775965
"2741" "Safdarjung Enclave" 28.5656419 77.1934382
"2742" "Aya Nagar" 28.47649105 77.1329131592514
"2743" "Sarita Vihar Pocket C" 28.5304247 77.2906071989602
"2744" "IGNOU Road, Saket" 28.5087486 77.2009076
"2745" "Indraprastha Extension, Patparganj" NA NA
"2746" "Paschim Vihar" 28.6695782 77.095956
"2747" "Safdarjung Enclave" 28.5656419 77.1934382
"2748" "Sarita Vihar Pocket K" NA NA
"2749" "Saket" 28.5244107 77.2137253
"2750" "Anand Niketan" 28.5785457 77.1638649
"2751" "Ashok Vihar Phase 2" 28.69571925 77.1755049899087
"2752" "Shakarpur" 28.62948875 77.2810607296737
"2753" "Sheikh Sarai Phase 1" 28.53855955 77.2175249522845
"2754" "New Delhi" 28.6138954 77.2090057
"2755" "Greater Kailash 1" 28.5498354 77.236515369807
"2756" "Rohini Sector 15" 28.73148605 77.1306261926003
"2757" "Shakarpur Khas, Shakarpur" NA NA
"2758" "kst chattarpur Apartments" NA NA
"2759" "Vinod Nagar West" 28.6231348 77.2966849
"2760" "Munirka" 28.5568967 77.1750592
"2761" "Najafgarh" 28.6122962 76.9823868230329
"2762" "Model Town" 28.7027136 77.1939912
"2763" "Dwarka" 22.2471009 68.9742446
"2764" "Paschim Vihar" 28.6695782 77.095956
"2765" "Kalkaji" 28.5370703 77.2618051
"2766" "Chhattarpur" 29.0327946 79.3990875379485
"2767" "Dayanand Vihar, Anand Vihar" 28.64611305 77.3039935775638
"2768" "Shalimar bagh" 34.14970725 74.873226015306
"2769" "Falt" 55.60460415 38.1065152621708
"2770" "Janakpuri" 28.6219272 77.0874757
"2771" "Vasant Kunj" 28.5292495 77.1541335
"2772" "Mausam Vihar" 28.64436875 77.2886486258424
"2773" "Khanpur, Madangir" NA NA
"2774" "Arjun Nagar, Safdarjung Enclave" NA NA
"2775" "Malviya Nagar" 28.5339201 77.2124474
"2776" "Lajpat Nagar 4" 28.5690711 77.2487337398393
"2777" "Cghs apts." NA NA
"2778" "Rohini Sector 21" 28.7141587 77.067564982368
"2779" "Paschim Vihar" 28.6695782 77.095956
"2780" "Paschim Vihar Block A6" 28.6638775 77.1177602448277
"2781" "Arjun Nagar, Safdarjung Enclave" NA NA
"2782" "Arjun Nagar, Safdarjung Enclave" NA NA
"2783" "Govindpuri Main" NA NA
"2784" "Najafgarh" 28.6122962 76.9823868230329
"2785" "Everest Apartment, Kalkaji" NA NA
"2786" "Malviya Nagar" 28.5339201 77.2124474
"2787" "Janakpuri" 28.6219272 77.0874757
"2788" "Mayur Vihar 3" 29.2095675 79.5026874
"2789" "Pitampura" 28.6995123 77.1301047
"2790" "Palam" 18.98018255 76.954523098074
"2791" "Pul Prahlad Pur" NA NA
"2792" "Khirki extension, Malviya Nagar" NA NA
"2793" "Lajpat Nagar 4" 28.5690711 77.2487337398393
"2794" "Vasant Vihar" 28.56069055 77.1607907316857
"2795" "DJA Apartments, Dwarka Sector 13" 28.599889 77.0396932
"2796" "Dwarka Sector 17" 28.5923185 77.0286151350149
"2797" "Dwarka Sector 9" 28.574272 77.0653316
"2798" "Vasant Kunj" 28.5292495 77.1541335
"2799" "Mehrauli" 28.5218262 77.1783232
"2800" "Dwarka Sector 14" 28.6022218 77.0259765
"2801" "Kishangarh, Vasant Kunj" 28.5192671 77.1603428014011
"2802" "Chhattarpur Enclave" 28.4984767 77.1906483
"2803" "Chhattarpur Enclave" 28.4984767 77.1906483
"2804" "Ram Nagar" 28.701122 78.5566153
"2805" "Dwarka" 22.2471009 68.9742446
"2806" "Vikram Vihar, Lajpat Nagar" 28.5634174 77.240095
"2807" "Greater Kailash 1" 28.5498354 77.236515369807
"2808" "Chhattarpur Enclave" 28.4984767 77.1906483
"2809" "Chhattarpur Enclave" 28.4984767 77.1906483
"2810" "Paschim Vihar" 28.6695782 77.095956
"2811" "Gopalpur" 25.30946375 87.207873059557
"2812" "Laxmi Nagar" 28.6305277 77.2775965
"2813" "Lado Sarai" 28.5254347 77.1920657
"2814" "Pandav Nagar" 28.98252725 77.7332618915945
"2815" "Arjun Nagar, Safdarjung Enclave" NA NA
"2816" "Surya Apartment pocket a11" NA NA
"2817" "Arjun Nagar, Safdarjung Enclave" NA NA
"2818" "Mayur Vihar" 23.26318335 77.4275956839409
"2819" "Bhagwati Garden" 28.6206905 77.0338892161736
"2820" "Rohini Sector 3" 28.7034668 77.1064783724343
"2821" "Dwarka Sector 23B" 28.6027629 77.0487571
"2822" "Rajouri Garden" 28.6511896 77.1242597
"2823" "Safdarjung Enclave" 28.5656419 77.1934382
"2824" "Pitampura" 28.6995123 77.1301047
"2825" "Sarita Vihar, Mathura Road" 28.5494344 77.2753133
"2826" "Greater Kailash" 28.5419077 77.2384925
"2827" "Rajouri Garden" 28.6511896 77.1242597
"2828" "Vikram Vihar, Lajpat Nagar" 28.5634174 77.240095
"2829" "Karawal Nagar" 28.7311406 77.2747898
"2830" "Tagore Garden, Rajouri Garden, Najafgarh Road" 28.6437265 77.11282
"2831" "Panchsheel Vihar, Sheikh Sarai" NA NA
"2832" "Paschim Vihar Block A6" 28.6638775 77.1177602448277
"2833" "Ghitorni" 28.493751 77.1491866
"2834" "Janakpuri" 28.6219272 77.0874757
"2835" "Bhalswa" 28.7432872 77.1673334942965
"2836" "Saket" 28.5244107 77.2137253
"2837" "kst chattarpur Apartments" NA NA
"2838" "Vikaspuri" 28.6386159 77.0731564
"2839" "Indraprastha Extension, Patparganj" NA NA
"2840" "Krishna Park" 28.6593193 77.281709238148
"2841" "Rohini Sector 7" 28.70231915 77.1168820887802
"2842" "South Extension 1" 28.5690258 77.2169951
"2843" "Lajpat Nagar 3" 28.5705968 77.2364011
"2844" "Tri Nagar" 28.58886495 77.3163483325307
"2845" "Anand Niketan" 28.5785457 77.1638649
"2846" "West End" 42.3639186 -71.0638993
"2847" "Sarvodaya Enclave" 28.5374783 77.2020888
"2848" "Safdarjung Enclave" 28.5656419 77.1934382
"2849" "Vasant Vihar" 28.56069055 77.1607907316857
"2850" "Malviya Nagar" 28.5339201 77.2124474
"2851" "Chhattarpur Enclave" 28.4984767 77.1906483
"2852" "Rohini Sector 24" 28.728312 77.0878900495944
"2853" "Panchsheel Vihar, Sheikh Sarai" NA NA
"2854" "Jhilmil Colony" 28.6698142 77.3072827
"2855" "Chhattarpur Enclave" 28.4984767 77.1906483
"2856" "Chhattarpur Enclave" 28.4984767 77.1906483
"2857" "Sundar Nagar" 10.7687504 78.6836905
"2858" "Pitampura" 28.6995123 77.1301047
"2859" "Chattarpur Extension" NA NA
"2860" "Rohini Sector 21" 28.7141587 77.067564982368
"2861" "Mahaveer Nagar" 19.3614376 84.9739108
"2862" "Peera Garhi" 28.6798074 77.0926793
"2863" "Dwarka Sector 8" 28.5656109 77.0670366
"2864" "Sarvodaya Enclave" 28.5374783 77.2020888
"2865" "Pitampura" 28.6995123 77.1301047
"2866" "Paschim Vihar Block A3" 28.6638775 77.1177602448277
"2867" "Jaitpur" 20.86592965 79.8481625760378
"2868" "Vasant Kunj" 28.5292495 77.1541335
"2869" "Defence Colony" 28.5717909 77.2320102
"2870" "Shalimar bagh" 34.14970725 74.873226015306
"2871" "Chittaranjan Park" 28.5387523 77.2492493451557
"2872" "Geeta Colony PRWS Block 3 And 7, Rajgarh Colony" NA NA
"2873" "Sultanpur" 26.24251085 82.2961693168592
"2874" "Lajpat Nagar" 28.56958 77.2385055
"2875" "Mehrauli" 28.5218262 77.1783232
"2876" "Palam Extension" 28.5007712 77.0398992
"2877" "Shalimar bagh" 34.14970725 74.873226015306
"2878" "Kalkaji" 28.5370703 77.2618051
"2879" "Chittaranjan Park" 28.5387523 77.2492493451557
"2880" "DDA Flats Sector E Pocket 1, Vasant Kunj" NA NA
"2881" "Lajpat Nagar" 28.56958 77.2385055
"2882" "DS 19" -17.7649066 177.449058453406
"2883" "Acharya Niketan, Mayur Vihar" 28.6083003 77.2947817
"2884" "Dwarka Sector 23" 28.5619923 77.0491008
"2885" "Lajpat Nagar" 28.56958 77.2385055
"2886" "Amarpali Apartment" NA NA
"2887" "Rohini Sector 24" 28.728312 77.0878900495944
"2888" "Palam" 18.98018255 76.954523098074
"2889" "Sethi floor nihal vihar" NA NA
"2890" "Hari Nagar" 28.6296489 77.1119344
"2891" "Main Ghitorni" NA NA
"2892" "Pitampura" 28.6995123 77.1301047
"2893" "Paschim Vihar Block A3" 28.6638775 77.1177602448277
"2894" "Neb Sarai" 28.5055007 77.2014964
"2895" "Baljit Nagar, Patel Nagar" NA NA
"2896" "Lajpat Nagar" 28.56958 77.2385055
"2897" "Chhattarpur Enclave Phase1, Chhattarpur" NA NA
"2898" "DS 19" -17.7649066 177.449058453406
"2899" "Vasant Kunj" 28.5292495 77.1541335
"2900" "Patparganj" 28.6115923 77.2905644
"2901" "Saket" 28.5244107 77.2137253
"2902" "DDA Flats Block B3, Keshav Puram, Tri Nagar" NA NA
"2903" "Panchsheel Park" 28.5423747 77.2210916
"2904" "New Delhi" 28.6138954 77.2090057
"2905" "Saket" 28.5244107 77.2137253
"2906" "Manak Vihar, Anand Vihar" NA NA
"2907" "Mayur Vihar 1" 29.2095675 79.5026874
"2908" "Dwarka Mor" 28.61931 77.0332792
"2909" "Chhattarpur Enclave" 28.4984767 77.1906483
"2910" "Chhattarpur Enclave" 28.4984767 77.1906483
"2911" "Safdarjung Enclave" 28.5656419 77.1934382
"2912" "Burari" 11.469906 13.757859
"2913" "Shadipur" 28.6516362 77.1582947
"2914" "Naveen Shahdara, Shahdara" 28.6773386 77.2860157
"2915" "Greater Kailash 2" 28.5591566 77.2460179
"2916" "Najafgarh" 28.6122962 76.9823868230329
"2917" "Pitampura" 28.6995123 77.1301047
"2918" "Pandav Nagar" 28.98252725 77.7332618915945
"2919" "Pitampura" 28.6995123 77.1301047
"2920" "Saket" 28.5244107 77.2137253
"2921" "Safdarjung Enclave" 28.5656419 77.1934382
"2922" "Greater Kailash 1" 28.5498354 77.236515369807
"2923" "Chhattarpur" 29.0327946 79.3990875379485
"2924" "Chhattarpur" 29.0327946 79.3990875379485
"2925" "Chhattarpur" 29.0327946 79.3990875379485
"2926" "Chhattarpur" 29.0327946 79.3990875379485
"2927" "Mayur Vihar Phase 1 Extension" NA NA
"2928" "Kalkaji" 28.5370703 77.2618051
"2929" "Neb Sarai" 28.5055007 77.2014964
"2930" "Safdarjung Enclave" 28.5656419 77.1934382
"2931" "Maharani Bagh, New Friends Colony" NA NA
"2932" "Shalimar bagh" 34.14970725 74.873226015306
"2933" "Sarvodaya Enclave" 28.5374783 77.2020888
"2934" "B-7 veer Singh colony Budh vihar phase 2 delhi" NA NA
"2935" "Mahavir Enclave Part 3" NA NA
"2936" "Dwarka Sector 5" 28.59740795 77.0566944403501
"2937" "Vasant Kunj" 28.5292495 77.1541335
"2938" "Pusa Institutional Area" NA NA
"2939" "Raj Nagar 2" 28.5882896 77.0840248
"2940" "Sarojini Nagar" 28.5741575 77.1953703
"2941" "Lajpat Nagar" 28.56958 77.2385055
"2942" "Mayur Vihar 1" 29.2095675 79.5026874
"2943" "Arjun Garh, Aya Nagar" NA NA
"2944" "Paryavaran Complex, Sainik Farm" NA NA
"2945" "DS 19" -17.7649066 177.449058453406
"2946" "Patparganj" 28.6115923 77.2905644
"2947" "Lajpat Nagar II, null" NA NA
"2948" "Paschim Vihar" 28.6695782 77.095956
